Symbol,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11
FMC Corporation,47.84041595458984,30.39028549194336,50.22549819946289,65.29054260253906,76.66999816894531,104.58999633789062,108.7699966430664,112.98999786376952,68.38999938964844,61.540000915527344
LyondellBasell Industries N.V.,74.62000274658203,74.9800033569336,94.5199966430664,104.13999938964844,85.95999908447266,76.38999938964844,102.25,89.80999755859375,94.86000061035156,87.72000122070312
The Sherwin-Williams Company,82.26667022705078,80.69999694824219,104.17333221435548,130.24000549316406,150.88999938964844,191.6666717529297,277.9700012207031,251.47000122070312,254.6699981689453,363.2699890136719
Nucor Corporation,53.2599983215332,35.150001525878906,64.48999786376953,60.22999954223633,55.900001525878906,45.4900016784668,97.76000213623048,140.47000122070312,153.1300048828125,147.72999572753906
"Martin Marietta Materials, Inc.",111.52999877929688,124.69000244140624,219.97999572753903,205.42999267578125,222.94000244140625,222.1499938964844,355.25,368.9200134277344,406.3800048828125,578.27001953125
Eastman Chemical Company,75.86000061035156,61.7400016784668,80.93000030517578,105.0,77.62999725341797,77.33999633789062,115.2300033569336,99.7300033569336,75.7699966430664,106.6999969482422
"Steel Dynamics, Inc.",21.690000534057617,15.949999809265137,37.59000015258789,43.02999877929688,31.729999542236328,29.57999992370605,62.84999847412109,83.04000091552734,101.0999984741211,135.72000122070312
"PPG Industries, Inc.",110.4250030517578,91.9000015258789,103.0,111.91000366210938,116.76000213623048,113.4000015258789,172.0800018310547,134.19000244140625,130.1300048828125,127.37999725341795
Linde plc,125.5999984741211,97.38999938964844,118.30999755859376,144.11000061035156,180.4900054931641,216.42999267578125,292.5199890136719,309.4599914550781,372.9500122070313,476.0
Freeport-McMoRan Inc.,23.959999084472656,4.349999904632568,14.130000114440918,17.239999771118164,11.510000228881836,11.25,36.52999877929688,30.25,37.150001525878906,46.72999954223633
Albemarle Corporation,59.0,47.90999984741211,93.77999877929688,93.43000030517578,76.08999633789062,86.73999786376953,187.4900054931641,277.6199951171875,168.2100067138672,98.13999938964844
"DuPont de Nemours, Inc.",65.9543228149414,61.14366912841797,87.13257598876953,90.57688903808594,73.37566375732422,57.040000915527344,79.41999816894531,61.95000076293945,72.83999633789062,83.91000366210938
International Flavors & Fragrances Inc.,101.16000366210938,115.30999755859376,121.62000274658205,135.39999389648438,138.64999389648438,135.57000732421875,148.5800018310547,122.87999725341795,67.83999633789062,102.1999969482422
Celanese Corporation,60.08000183105469,61.95000076293945,90.02999877929688,98.75,106.20999908447266,98.7300033569336,154.3800048828125,114.72000122070312,123.9000015258789,129.97000122070312
Vulcan Materials Company,63.15999984741211,83.83999633789062,121.31999969482422,114.7300033569336,129.1999969482422,124.05999755859376,174.74000549316406,178.2100067138672,200.6199951171875,258.5
The Mosaic Company,45.90999984741211,25.46999931335449,33.63999938964844,24.200000762939453,25.25,14.979999542236328,31.86000061035156,54.209999084472656,35.79999923706055,27.25
Ecolab Inc.,104.20999908447266,102.58000183105467,124.02999877929688,134.97999572753906,184.32000732421875,230.1100006103516,213.4100036621093,174.9499969482422,171.97999572753906,256.45001220703125
"CF Industries Holdings, Inc.",50.492000579833984,31.56999969482422,33.93000030517578,37.5,43.459999084472656,32.97999954223633,50.59999847412109,103.5999984741211,84.20999908447266,81.91000366210938
"Air Products and Chemicals, Inc.",131.36911010742188,108.9916763305664,141.47000122070312,158.6300048828125,207.6499938964844,249.5800018310547,291.04998779296875,268.0,286.6400146484375,318.260009765625
Newmont Corporation,19.450000762939453,17.700000762939453,37.43999862670898,39.02999877929688,30.100000381469727,55.540000915527344,63.18999862670898,44.900001525878906,40.7400016784668,48.36000061035156
