Symbol,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11
Deckers Outdoor Corporation,15.976667404174805,7.170000076293945,8.688332557678223,15.21500015258789,26.3700008392334,33.40833282470703,65.65666961669922,56.11666870117188,85.09500122070312,169.2899932861328
"Hasbro, Inc.",55.54999923706055,72.06999969482422,98.87999725341795,84.06999969482422,103.5500030517578,83.91999816894531,98.1500015258789,81.25,65.2300033569336,65.80000305175781
"Best Buy Co., Inc.",36.0,27.11000061035156,45.97999954223633,67.73999786376953,75.18000030517578,83.68000030517578,111.25,82.26000213623047,69.25,91.54000091552734
Aptiv PLC,59.43000793457031,56.55490493774414,63.570831298828125,84.33000183105469,79.77999877929688,87.5,158.52000427246094,106.0999984741211,97.93000030517578,70.4000015258789
Booking Holdings Inc.,1115.52001953125,1086.739990234375,1647.0,2077.56005859375,1808.0,1840.9100341796875,2204.0,2129.64990234375,3062.5400390625,4347.58984375
"NIKE, Inc.",48.83000183105469,57.560001373291016,57.36000061035156,66.16999816894531,85.2699966430664,104.29000091552734,161.82000732421875,117.04000091552734,90.8499984741211,78.91000366210938
"CarMax, Inc.",58.900001525878906,45.02000045776367,68.25,59.75,78.23999786376953,98.3499984741211,135.4199981689453,100.01000213623048,76.66000366210938,74.30999755859375
Norwegian Cruise Line Holdings Ltd.,44.59999847412109,47.81999969482422,48.20000076293945,52.869998931884766,56.900001525878906,26.86000061035156,27.280000686645508,13.800000190734863,15.65999984741211,23.799999237060547
Ball Corporation,33.834999084472656,34.48500061035156,36.84999847412109,39.18999862670898,60.0,74.08000183105469,84.76000213623047,61.25,49.540000915527344,64.58999633789062
Avery Dennison Corporation,49.81999969482422,58.93999862670898,80.3499984741211,104.4499969482422,109.61000061035156,124.61000061035156,210.42999267578125,200.9499969482422,180.8600006103516,207.02999877929688
General Motors Company,31.96999931335449,29.56999969482422,37.810001373291016,34.869998931884766,38.25,30.68000030517578,58.970001220703125,38.400001525878906,32.58000183105469,52.72999954223633
Genuine Parts Company,101.93000030517578,78.47000122070312,97.66999816894533,88.5999984741211,102.0,93.5199966430664,129.5,160.58999633789062,146.35000610351562,118.3499984741211
"Lowe's Companies, Inc.",65.12999725341797,68.98999786376953,77.25,85.95999908447266,112.11000061035156,130.80999755859375,195.57000732421875,215.3699951171875,210.4900054931641,267.9700012207031
"O'Reilly Automotive, Inc.",190.8300018310547,232.1600036621093,268.70001220703125,238.97000122070312,381.0299987792969,419.7300109863281,591.510009765625,743.760009765625,936.02001953125,1197.1099853515625
"PulteGroup, Inc.",20.46999931335449,15.9399995803833,21.61000061035156,29.229999542236328,31.700000762939453,36.66999816894531,53.15999984741211,43.5,73.94000244140625,133.8800048828125
eBay Inc.,23.26178550720215,25.26000022888184,33.91999816894531,40.220001220703125,37.59000015258789,48.720001220703125,68.97000122070312,48.56999969482422,43.130001068115234,62.9900016784668
BorgWarner Inc.,47.0246467590332,27.350351333618164,37.52640914916992,43.30986022949219,35.95070266723633,33.028167724609375,42.359153747558594,33.93486022949219,40.7599983215332,34.40999984741211
Carnival Corporation & plc,43.29999923706055,49.83000183105469,55.88999938964844,65.7300033569336,54.33000183105469,24.90999984741211,23.86000061035156,10.5600004196167,14.050000190734863,21.920000076293945
International Paper Company,51.69507598876953,34.4886360168457,49.96212005615234,49.36552810668945,43.88257598876953,37.585227966308594,58.92992401123047,44.400001525878906,34.06999969482422,48.63999938964844
Royal Caribbean Cruises Ltd.,77.6500015258789,82.91999816894531,95.48999786376952,118.3000030517578,125.7699966430664,75.12000274658203,81.54000091552734,41.86000061035156,91.23999786376952,203.5200042724609
Ralph Lauren Corporation,180.10000610351562,100.68000030517578,78.19000244140625,109.58999633789062,131.88999938964844,90.26000213623048,115.6999969482422,98.12000274658205,112.13999938964844,203.02999877929688
"NVR, Inc.",1239.0999755859375,1512.02001953125,1922.199951171875,3028.1298828125,3247.8701171875,3524.75,4961.669921875,4420.31005859375,5962.58984375,9307.7998046875
MGM Resorts International,20.71999931335449,19.86000061035156,26.950000762939453,34.86000061035156,25.670000076293945,23.76000022888184,41.52999877929688,35.0099983215332,36.540000915527344,41.720001220703125
"Wynn Resorts, Limited",146.75,58.369998931884766,95.97000122070312,177.72999572753906,145.55999755859375,108.8000030517578,114.01000213623048,65.41999816894531,91.55999755859376,98.62000274658205
Amcor plc,10.489999771118164,8.699999809265137,10.630000114440918,11.020000457763672,11.0,10.5,11.510000228881836,13.010000228881836,9.050000190734863,11.079999923706056
"Amazon.com, Inc.",15.291999816894531,28.50900077819824,42.821998596191406,74.85250091552734,95.04100036621094,126.2030029296875,185.9275054931641,142.10000610351562,129.1199951171875,188.38999938964844
"Tapestry, Inc.",33.619998931884766,31.43000030517578,38.65999984741211,53.11000061035156,31.38999938964844,17.979999542236328,42.52999877929688,37.11000061035156,28.82999992370605,50.470001220703125
"Ross Stores, Inc.",44.650001525878906,52.290000915527344,68.80999755859375,76.91999816894531,96.36000061035156,102.76000213623048,124.0999984741211,92.81999969482422,111.66000366210938,143.16000366210938
Starbucks Corporation,41.33000183105469,58.0,57.540000915527344,57.459999084472656,77.47000122070312,83.55999755859375,118.45999908447266,88.3499984741211,93.68000030517578,98.0199966430664
Packaging Corporation of America,76.20999908447266,58.459999084472656,95.80999755859376,112.31999969482422,98.94000244140624,111.81999969482422,138.91000366210938,144.49000549316406,149.05999755859375,227.4499969482422
