Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Risk,Resilience,Growth Potential,Financial Health,Competitive Positioning
Public Service Enterprise Group Incorporated,31.809999465942383,31.540000915527344,36.790000915527344,41.81999969482422,43.790000915527344,43.0099983215332,51.400001525878906,61.150001525878906,58.45000076293945,63.43999862670898,61.810001373291016,4.622055461946616,4.704228300281224,3.5230077568560274,2.78284910330493,2.882669459199024
Public Service Enterprise Group Incorporated,30.93000030517578,33.95000076293945,41.22999954223633,47.119998931884766,44.540000915527344,53.91999816894531,55.630001068115234,53.43000030517578,62.11000061035156,57.84999847412109,60.720001220703125,2.83838250938237,2.669107882502894,4.252433882360279,4.094924080181359,3.321081372679455
Pinnacle West Capital Corporation,41.65999984741211,47.959999084472656,56.59999847412109,55.810001373291016,61.150001525878906,81.08000183105469,88.58999633789062,79.69000244140625,93.69000244140624,84.4800033569336,68.88999938964844,3.569719925939337,4.226501361339307,4.069664451553698,4.960952787137286,4.544875027408198
Pinnacle West Capital Corporation,47.83000183105469,53.58000183105469,55.41999816894531,63.400001525878906,71.97000122070312,85.16000366210938,81.12999725341797,91.98999786376952,80.87999725341797,67.88999938964844,77.70999908447266,4.8693570900473135,4.640161057334255,3.9168248181191947,3.873281034562581,4.815518042105886
Pinnacle West Capital Corporation,52.400001525878906,52.7599983215332,63.25,74.8499984741211,87.45999908447266,81.44999694824219,91.5500030517578,72.62999725341797,68.0199966430664,75.20999908447266,71.3499984741211,4.3054522114969185,2.9139474065491724,4.7320749531325195,3.574807009251601,2.7409674794181904
Edison International,38.90999984741211,41.09000015258789,50.5,56.34999847412109,60.77999877929688,77.6500015258789,79.44000244140625,67.55999755859375,70.55999755859375,64.1500015258789,67.62000274658203,3.008775851044798,2.600927071549359,3.0704523269606483,4.749996673388524,2.9920951347056763
Edison International,41.36000061035156,47.709999084472656,52.400001525878906,61.650001525878906,69.7699966430664,78.19000244140625,67.47000122070312,72.79000091552734,56.810001373291016,64.88999938964844,65.81999969482422,2.577613496487076,4.481945732783193,3.825249675892496,4.828241877560059,3.102974636236621
Edison International,46.0099983215332,48.709999084472656,64.16000366210938,71.41999816894531,79.94999694824219,63.84999847412109,72.51000213623047,51.540000915527344,57.34999847412109,61.959999084472656,71.63999938964844,3.4805583779126774,4.035732605656522,2.9137666317682442,2.7486922056554492,3.62492219466948
FirstEnergy Corp.,37.88999938964844,42.66999816894531,41.75,33.47999954223633,35.86000061035156,35.130001068115234,31.790000915527344,37.97999954223633,48.11000061035156,27.709999084472656,40.45000076293945,4.476150028114531,3.002097599684035,4.880755076573262,4.959374578991943,3.899106353495023
FirstEnergy Corp.,42.810001373291016,40.150001525878906,31.88999938964844,36.09999847412109,32.11000061035156,29.15999984741211,36.2400016784668,46.7400016784668,31.51000022888184,38.72999954223633,42.2599983215332,3.028153683772173,2.9251584230743233,3.5912431704002907,2.8924001316918764,3.8297741086383885
FirstEnergy Corp.,41.97999954223633,30.76000022888184,35.11000061035156,35.5,28.86000061035156,36.220001220703125,43.43999862670898,29.13999938964844,36.619998931884766,38.61000061035156,36.34000015258789,4.716588833944451,3.9667251864454105,3.107205918964586,3.3139109972283367,4.351562887865838
Exelon Corporation,30.29243850708008,28.56633377075196,23.823110580444336,25.63480758666992,24.21540641784668,25.970043182373047,27.26105690002441,31.5263900756836,31.42653465270996,29.65049934387207,39.09415054321289,4.397067855199794,3.4430324819058336,2.996501715164728,4.828776360159619,4.89890270082622
Exelon Corporation,30.00713348388672,22.37517738342285,22.125534057617188,24.00855827331543,24.165477752685547,25.72753143310547,30.392297744750977,34.486446380615234,29.52924346923828,38.48787307739258,43.150001525878906,3.653111627157662,3.0029416087174465,2.7376450059277166,3.2500073978599926,3.7570023650627364
Exelon Corporation,21.269615173339844,20.998573303222656,23.31669044494629,24.821683883666992,25.69900131225586,30.5991439819336,31.68330955505371,26.155492782592773,35.52781677246094,38.70000076293945,35.529998779296875,4.644764906627913,4.63202140110822,3.6878529210768796,3.9454185052132287,4.501919724131874
"Consolidated Edison, Inc.",49.70000076293945,59.470001220703125,58.66999816894531,56.84999847412109,61.34000015258789,80.51000213623047,83.5,80.19999694824219,91.3000030517578,77.56999969482422,83.7300033569336,3.4366439658156804,4.768026829244661,3.4135725833712036,3.9552003347643514,3.667614583848839
"Consolidated Edison, Inc.",60.650001525878906,57.09000015258789,55.04999923706055,61.79999923706055,71.79000091552734,80.81999969482422,78.93000030517578,89.33000183105469,81.73999786376953,78.56999969482422,96.5500030517578,3.7467452070806724,3.540587456907135,4.972157276179829,4.4452977031362995,2.691092514761573
"Consolidated Edison, Inc.",56.59000015258789,54.02000045776367,61.720001220703125,76.01000213623047,82.04000091552734,78.33999633789062,85.4800033569336,72.91000366210938,74.47000122070312,94.1500015258789,90.2699966430664,3.3796731271940628,4.993202109683105,4.161114683273292,2.547113564757315,2.928360874948333
PPL Corporation,25.063974380493164,25.8090934753418,28.10033798217773,30.680316925048828,32.2916374206543,37.59999847412109,38.83000183105469,30.18000030517578,32.09000015258789,29.989999771118164,29.530000686645508,4.486174210121706,3.3214493188422187,3.378238635201129,2.6718356139196007,3.30021260167121
PPL Corporation,26.84294891357422,28.221420288085938,30.512664794921875,31.481319427490234,38.0,38.65999984741211,29.030000686645508,30.0,28.549999237060547,28.51000022888184,29.690000534057617,3.078173550863376,2.5705663289293375,3.3374738093358847,3.9616531758379345,4.924167650502153
PPL Corporation,27.094425201416016,28.258676528930664,30.08422088623047,37.79999923706055,39.900001525878906,28.739999771118164,28.979999542236328,27.75,28.850000381469727,28.21999931335449,26.979999542236328,2.690161349190895,4.812306645850631,2.8845581197176733,4.901333821173036,4.342380225124967
The Southern Company,38.5,44.68000030517578,45.310001373291016,45.15999984741211,43.72999954223633,53.83000183105469,49.0,44.16999816894531,61.060001373291016,60.45000076293945,66.95999908447266,3.1165434546496793,4.926374457895179,4.074668520109648,2.928705134117651,4.261638242755321
The Southern Company,45.02999877929688,43.83000183105469,43.52000045776367,44.7599983215332,48.54999923706055,47.880001068115234,48.9900016784668,59.18999862670898,58.02000045776367,63.119998931884766,72.2699966430664,3.9391049402290834,3.951185739448856,2.710731480438635,4.660357573203706,4.559406465486784
The Southern Company,43.77999877929688,41.09999847412109,44.630001068115234,51.0,50.5,46.900001525878906,55.93000030517578,52.84999847412109,63.130001068115234,65.7300033569336,69.44999694824219,2.5631790957970475,3.1076827543643226,4.11192828473078,3.0014995140126186,3.4812944691924868
DTE Energy Company,39.00425338745117,46.1787223815918,56.25531768798828,64.83404541015625,67.40425872802734,84.49361419677734,92.70638275146484,96.3574447631836,110.19574737548828,110.98723602294922,117.8499984741211,2.66655480925984,3.155806611708394,4.827025543209025,3.6767088326617063,2.9817396116666695
DTE Energy Company,45.84680938720703,54.60425567626953,61.25957489013672,69.8127670288086,75.48085021972656,90.03404235839844,94.04255676269533,109.42127990722656,100.3744659423828,112.94000244140624,119.2300033569336,4.338508225796381,4.9065011610432725,4.952207843352484,4.6712413597881675,4.648733391014075
DTE Energy Company,52.32340240478516,57.77872467041016,67.20851135253906,76.2127685546875,92.74893951416016,89.01276397705078,108.01702117919922,101.88085174560548,115.04000091552734,113.0,110.16999816894533,2.6870038998917587,2.5133164435676223,4.0924043354437645,2.5977582494796705,2.5154599045285324
Duke Energy Corporation,53.84999847412109,64.37999725341797,69.62000274658203,72.45999908447266,76.20999908447266,85.62999725341797,86.26000213623047,81.37999725341797,95.16999816894533,93.33000183105467,103.29000091552734,3.329444865074285,2.9878120690607126,4.039354140760215,3.2243065318240816,2.6119860605381255
Duke Energy Corporation,64.86000061035156,69.04000091552734,71.0999984741211,78.61000061035156,76.94999694824219,83.58999633789062,81.12000274658203,93.94000244140624,91.95999908447266,100.25,103.66999816894533,2.6430257265874073,3.654236599915004,3.952006664831138,3.293966089114227,3.3682466453049438
Duke Energy Corporation,65.01000213623047,69.98999786376953,75.70999908447266,79.79000091552734,85.13999938964844,79.76000213623047,86.95999908447266,82.58999633789062,100.3499984741211,97.04000091552734,96.7300033569336,4.092326735766254,3.0857500535782094,4.109702335543419,4.835258893538029,3.732354088582781
"NRG Energy, Inc.",19.84000015258789,17.079999923706055,26.11000061035156,32.34000015258789,25.350000381469727,15.020000457763672,24.5,35.40999984741211,39.75,30.809999465942383,42.369998931884766,3.4443027559366524,4.981348172973605,2.873427844592001,3.252065235522168,2.711311567377431
"NRG Energy, Inc.",17.969999313354492,24.15999984741211,29.88999938964844,25.90999984741211,15.850000381469728,17.219999313354492,33.310001373291016,37.9900016784668,34.040000915527344,36.540000915527344,32.2400016784668,3.7042686861991516,3.973099395908039,4.479687598760991,3.528250811304564,4.354588374311471
"NRG Energy, Inc.",22.89999961853028,27.61000061035156,23.780000686645508,14.3100004196167,16.450000762939453,30.96999931335449,33.720001220703125,32.36000061035156,41.220001220703125,41.15999984741211,50.810001373291016,2.507543729288626,2.944034756407283,4.852798491678968,2.987201765015851,2.986813509028201
Sempra,26.23500061035156,29.084999084472656,39.380001068115234,48.45000076293945,53.70000076293945,56.744998931884766,58.560001373291016,58.61000061035156,72.4800033569336,65.5199966430664,65.08000183105469,4.346008271194359,4.581814837262897,3.9696466778156587,2.7396264025315826,4.964767918540629
Sempra,27.415000915527344,37.84000015258789,48.19499969482422,54.22999954223633,52.290000915527344,56.375,57.67499923706055,70.88500213623047,64.2699966430664,62.47499847412109,79.41999816894531,4.996049230473116,2.6662559677122593,4.234352740120757,2.648337349441974,2.681813364568203
Sempra,36.09000015258789,46.119998931884766,54.36000061035156,52.10499954223633,57.275001525878906,57.77000045776367,66.05999755859375,60.47499847412109,64.20500183105469,79.38500213623047,74.45999908447266,2.897422464473754,3.9779778238977994,3.0774710394679703,4.876039598297908,3.115021551586006
"CenterPoint Energy, Inc.",15.829999923706056,18.84000015258789,23.11000061035156,24.39999961853028,20.239999771118164,24.049999237060547,28.739999771118164,28.76000022888184,28.709999084472656,23.979999542236328,27.57999992370605,4.133669722697116,4.936496994216277,4.048511638036799,4.436790847294528,4.443231852275834
"CenterPoint Energy, Inc.",19.88999938964844,20.8700008392334,24.25,21.1200008392334,22.1200008392334,27.3799991607666,28.270000457763672,29.309999465942383,20.920000076293945,26.6200008392334,30.920000076293945,4.505728325170782,4.294749960460412,3.2654009654203815,4.006189632002848,4.454809445653505
"CenterPoint Energy, Inc.",19.6200008392334,23.32999992370605,20.700000762939453,21.0,28.18000030517578,27.56999969482422,28.549999237060547,19.530000686645508,26.75,29.89999961853028,28.5,4.721181376387982,4.359129862621767,4.659250929300207,2.8002756922197394,3.1631538780966735
"Evergy, Inc.",25.450000762939453,28.530000686645508,32.130001068115234,35.470001220703125,36.540000915527344,56.2599983215332,51.38999938964844,58.40999984741211,63.15999984741211,54.970001220703125,67.4800033569336,4.01286879023014,4.18628882989814,4.7382958250922504,2.898927429899291,4.490078816462014
"Evergy, Inc.",28.350000381469727,30.6200008392334,35.06999969482422,38.02000045776367,52.470001220703125,53.02000045776367,56.150001525878906,64.2699966430664,54.41999816894531,66.45999908447266,63.47999954223633,3.6096186881123584,2.8906865760206584,3.1282964330418217,3.7328738527099303,4.464619576528651
"Evergy, Inc.",29.440000534057617,33.08000183105469,37.810001373291016,51.209999084472656,52.869998931884766,56.810001373291016,60.40999984741211,52.70000076293945,63.310001373291016,58.400001525878906,51.790000915527344,2.886805074399482,3.541031341812109,3.9154417587040546,3.121417683313104,3.0269045707792017
"WEC Energy Group, Inc.",29.030000686645508,34.709999084472656,41.13999938964844,47.4900016784668,48.29999923706055,65.05000305175781,64.30000305175781,68.95999908447266,92.9000015258789,95.8000030517578,95.27999877929688,3.45920947646099,3.9412465653971647,3.875556074862069,4.339875372961054,4.127309876904543
"WEC Energy Group, Inc.",34.54999923706055,40.0,45.65999984741211,50.33000183105469,58.75,61.380001068115234,66.4800033569336,90.3000030517578,99.95999908447266,91.5199966430664,96.01000213623048,3.19978176748038,3.922197400277116,3.0842639201905593,4.278206341178963,3.382143905020918
"WEC Energy Group, Inc.",37.65999984741211,42.09999847412109,49.060001373291016,59.13999938964844,62.47999954223633,65.1500015258789,87.02999877929688,97.7699966430664,90.06999969482422,96.7300033569336,83.63999938964844,4.485216772840108,4.222088291738786,2.9682199418588473,2.5662543924476107,3.6277518089910963
PG&E Corporation,47.59999847412109,41.27000045776367,43.36000061035156,44.77999877929688,53.2599983215332,64.02999877929688,68.94000244140625,46.290000915527344,7.829999923706055,12.699999809265137,11.90999984741211,2.908541191376579,2.6805279636719015,2.736621745899345,2.9303567938889925,3.6044745056933896
PG&E Corporation,40.81999969482422,42.7599983215332,44.619998931884766,52.58000183105469,58.45000076293945,66.37000274658203,44.58000183105469,10.899999618530272,10.510000228881836,12.239999771118164,16.450000762939453,4.262213504342199,3.1784813571601203,2.55787381573317,2.658901793370542,2.716686021206071
PG&E Corporation,40.84999847412109,41.83000183105469,53.54999923706055,59.58000183105469,67.29000091552734,43.7400016784668,17.950000762939453,9.109999656677246,11.199999809265137,14.989999771118164,17.8700008392334,3.656893622127383,4.781399796971377,4.01230346950952,4.781603667435623,3.6082594926353524
NiSource Inc.,7.017682075500488,9.108055114746094,11.04125690460205,14.031434059143066,18.40864372253418,26.65999984741211,26.36000061035156,27.729999542236328,27.950000762939453,24.309999465942383,27.06999969482422,4.122644337951561,2.5198926417919805,4.349452495744958,3.2934058899923357,3.3273660268823737
NiSource Inc.,9.174853324890137,10.573674201965332,13.944990158081056,17.096267700195312,23.950000762939453,25.36000061035156,26.790000915527344,28.96999931335449,23.38999938964844,25.46999931335449,27.799999237060547,3.4288012937929877,2.839279827565241,2.713511937866262,4.079434465132452,3.495616520203482
NiSource Inc.,9.921415328979492,13.363457679748535,16.440078735351562,23.979999542236328,25.530000686645508,26.520000457763672,28.11000061035156,22.11000061035156,24.8799991607666,26.549999237060547,26.43000030517578,3.2581033156650867,3.864630198264779,2.6221733000619207,3.509282104281458,2.8633122872278274
Entergy Corporation,73.11000061035156,68.22000122070312,64.45999908447266,71.08000183105469,76.41000366210938,81.61000061035156,76.58999633789062,84.48999786376953,117.27999877929688,109.72000122070312,110.83000183105467,2.6097927084263923,4.214453492712385,2.6112921902427413,4.328775871867254,2.5792753862964743
Entergy Corporation,72.5199966430664,64.95999908447266,65.19999694824219,78.36000061035156,74.44000244140625,76.7699966430664,83.44999694824219,112.25,105.31999969482422,107.3000030517578,114.70999908447266,4.940765400356641,3.40532192452101,3.518186519928827,3.419113427702577,4.735407826905111
Entergy Corporation,64.75,63.560001373291016,76.0,76.43000030517578,77.86000061035156,81.43000030517578,104.91000366210938,98.37000274658205,102.25,113.0500030517578,100.3499984741211,2.6511042783686927,3.1583255388449993,4.4682749535319255,3.8846954638625064,4.661201675126625
Eversource Energy,31.89999961853028,35.459999084472656,42.38999938964844,45.709999084472656,48.77000045776367,59.709999084472656,62.04999923706055,63.27000045776367,85.12000274658203,87.79000091552734,89.22000122070312,4.144084968233583,4.340270869166946,3.0074872592191872,2.7165120407354824,2.670045711369241
Eversource Energy,35.70000076293945,41.09000015258789,45.08000183105469,50.5,54.29999923706055,60.709999084472656,61.09000015258789,81.87000274658203,91.0199966430664,84.68000030517578,84.97000122070312,2.783689579399285,3.0855700128194252,3.3096967318591255,4.377895158586469,3.9268424616719244
Eversource Energy,39.81999969482422,43.29999923706055,49.7599983215332,57.040000915527344,61.84000015258789,59.02000045776367,76.55000305175781,85.79000091552734,86.41000366210938,80.4000015258789,61.43999862670898,3.008193954403806,2.739003329824269,4.982565068717049,4.613119938084027,4.540192866799969
"American Electric Power Company, Inc.",36.5099983215332,39.369998931884766,47.68999862670898,51.650001525878906,56.060001373291016,70.13999938964844,71.38999938964844,72.9800033569336,93.0,83.41000366210938,87.08000183105469,4.852804713213613,2.6630505280533896,4.286500867574769,4.860560629664465,4.619403573397509
"American Electric Power Company, Inc.",40.77000045776367,44.5,50.290000915527344,56.630001068115234,63.43000030517578,69.47000122070312,71.2699966430664,91.08999633789062,89.54000091552734,84.30000305175781,96.29000091552734,3.2362313083512824,4.097052280684004,4.095694747715587,4.242911547936388,3.9007876865126385
"American Electric Power Company, Inc.",43.650001525878906,48.02999877929688,56.15999984741211,65.83999633789062,70.80000305175781,70.05000305175781,88.0199966430664,79.91000366210938,83.48999786376953,93.1500015258789,80.7300033569336,3.7901987480022132,3.058549200818845,4.823868874181867,2.6348042805696674,2.685033581668413
CMS Energy Corporation,18.799999237060547,21.75,27.200000762939453,29.670000076293945,34.0099983215332,45.630001068115234,47.18999862670898,50.43999862670898,63.68000030517578,61.43999862670898,63.90999984741211,3.5972781555099838,2.5070029501324242,3.4185921960245906,4.748786156847797,3.618341117578872
CMS Energy Corporation,21.81999969482422,25.64999961853028,28.96999931335449,35.04999923706055,40.93000030517578,46.25,48.33000183105469,60.9900016784668,64.7699966430664,61.63999938964844,64.30999755859375,2.961443493539484,3.454327230013841,4.088491736287447,2.620342517959119,3.463795330693107
CMS Energy Corporation,24.809999465942383,27.229999542236328,34.29999923706055,41.790000915527344,47.40999984741211,47.84000015258789,58.220001220703125,61.68999862670898,60.29999923706055,60.11000061035156,57.5,4.382785350714627,4.300106111880133,2.601317091532916,3.206633705444328,4.583715646870919
Atmos Energy Corporation,31.51000022888184,32.150001525878906,40.91999816894531,49.63999938964844,53.40999984741211,80.47000122070312,86.87999725341797,93.73999786376952,111.83999633789062,96.86000061035156,104.05999755859376,4.062637399820366,4.637028433184684,4.333303949634721,4.377828420407908,3.7879854104795894
Atmos Energy Corporation,33.150001525878906,37.72999954223633,46.77999877929688,54.84000015258789,71.86000061035156,82.94999694824219,91.95999908447266,108.8000030517578,94.5,95.62000274658205,115.58000183105467,3.319278060260582,3.101583382688468,3.9877387128870105,2.9586488219251934,4.160780443313885
Atmos Energy Corporation,35.77000045776367,47.18999862670898,53.880001068115234,74.04000091552734,83.0999984741211,90.33999633789062,106.94000244140624,96.6500015258789,93.0,115.79000091552734,115.80999755859376,3.515973921686757,4.051097430307946,4.550581460666793,3.1483325911002087,4.0404511383820125
Alliant Energy Corporation,18.64999961853028,21.68000030517578,24.32999992370605,28.729999542236328,30.6299991607666,40.38999938964844,41.27999877929688,43.59999847412109,52.7400016784668,52.75,59.9900016784668,3.744325308672855,3.575227455747379,4.571805799344782,4.174136456660463,4.9013668814493565
Alliant Energy Corporation,21.76000022888184,23.14999961853028,27.59000015258789,31.540000915527344,36.43000030517578,40.16999816894531,42.90999984741211,50.959999084472656,54.54999923706055,57.869998931884766,56.02999877929688,4.574642051083734,3.126977717428044,3.345712758638047,3.8349929943458325,3.2127810213037002
Alliant Energy Corporation,22.56999969482422,25.645000457763672,30.895000457763672,36.60499954223633,41.560001373291016,42.709999084472656,49.75,53.77999877929688,55.77000045776367,55.34000015258789,50.93000030517578,3.7704415208282103,2.8469445203551453,4.9314152101380335,3.4645639066089946,4.16981461410961
Ameren Corporation,28.459999084472656,31.540000915527344,34.150001525878906,40.65999984741211,40.38999938964844,53.75,57.93999862670898,65.3499984741211,75.80000305175781,79.30000305175781,87.55000305175781,2.8451131200006747,4.877603068086863,3.6738575260633635,3.3152611363725426,4.099359694858185
Ameren Corporation,32.7599983215332,32.7400016784668,41.13999938964844,41.650001525878906,47.11000061035156,54.66999816894531,62.56999969482422,74.20999908447266,81.1500015258789,86.27999877929688,90.27999877929688,2.917172846441853,4.843932284412982,4.44901312820437,3.8352420427881393,4.947419117587748
Ameren Corporation,31.31999969482422,37.43999862670898,41.880001068115234,49.119998931884766,56.04999923706055,61.220001220703125,75.05000305175781,78.37999725341797,83.18000030517578,86.76000213623047,71.7699966430664,2.778908574219657,3.607251100941281,3.49740125596953,3.015962838074753,2.6207804684130385
"American Water Works Company, Inc.",25.670000076293945,34.279998779296875,40.220001220703125,45.790000915527344,53.209999084472656,84.0999984741211,81.38999938964844,88.56999969482422,122.41999816894533,155.22000122070312,183.5800018310547,3.781122120529748,3.309741360132431,2.565353624288154,3.7141124232081566,4.3096289692456935
"American Water Works Company, Inc.",31.489999771118164,38.9900016784668,45.130001068115234,54.119998931884766,73.27999877929688,77.94999694824219,88.26000213623047,120.83000183105467,155.86000061035156,174.57000732421875,154.27999877929688,3.1228882099345343,4.520674592607304,2.741334380852182,2.729890682089779,3.4961405484125105
"American Water Works Company, Inc.",38.0,42.27999877929688,52.84000015258789,72.19999694824219,77.7300033569336,86.30999755859375,115.37999725341795,143.1999969482422,171.4199981689453,147.72000122070312,132.27000427246094,4.821832712654855,2.8827345872342454,4.319468512957705,4.448615392021393,3.4240911735313233
