Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11
"Kinder Morgan, Inc.",32.4900016784668,37.77000045776367,31.68000030517578,43.709999084472656,17.84000015258789,19.15999984741211,17.950000762939453,20.229999542236328,12.989999771118164,16.110000610351562,18.26000022888184
"Kinder Morgan, Inc.",36.52999877929688,33.9900016784668,40.619998931884766,19.15999984741211,19.420000076293945,17.43000030517578,19.84000015258789,13.220000267028809,18.459999084472656,18.280000686645508,17.850000381469727
Targa Resources Corp.,27.15999984741211,43.52000045776367,62.470001220703125,108.81999969482422,95.75,42.65999984741211,44.79999923706055,54.83000183105469,38.97999954223633,24.76000022888184,52.540000915527344
Targa Resources Corp.,41.13999938964844,60.59999847412109,97.88999938964844,105.26000213623048,43.93999862670898,45.20000076293945,52.88999938964844,39.130001068115234,17.270000457763672,53.810001373291016,73.88999938964844
Targa Resources Corp.,55.11000061035156,92.94000244140624,89.06999969482422,37.209999084472656,48.470001220703125,48.27000045776367,35.5099983215332,15.420000076293944,55.709999084472656,70.62999725341797,87.55000305175781
"The Williams Companies, Inc.",20.00500869750977,29.190000534057617,35.189998626708984,42.060001373291016,51.880001068115234,20.559999465942383,31.020000457763672,28.56999969482422,22.799999237060547,21.280000686645508,26.26000022888184
"The Williams Companies, Inc.",26.81999969482422,35.869998931884766,41.52999877929688,52.220001220703125,21.25,30.280000686645508,31.34000015258789,24.850000381469727,19.709999084472656,27.600000381469727,33.40999984741211
"The Williams Companies, Inc.",34.029998779296875,41.41999816894531,46.7400016784668,18.010000228881836,29.86000061035156,26.700000762939453,23.780000686645508,21.020000457763672,29.549999237060547,33.150001525878906,35.119998931884766
Valero Energy Corporation,21.19744110107422,23.117002487182617,40.57586669921875,56.220001220703125,59.150001525878906,51.43000030517578,68.0,115.0999984741211,90.0999984741211,56.09000015258789,73.12999725341797
Valero Energy Corporation,19.13162612915039,41.42596054077149,54.31999969482422,57.470001220703125,54.619998931884766,67.45999908447266,114.88999938964844,81.68000030517578,41.560001373291016,70.6500015258789,126.41000366210938
Valero Energy Corporation,32.43144226074219,48.81999969482422,59.65999984741211,60.11000061035156,63.18999862670898,109.2300033569336,75.77999877929688,47.75,78.66000366210938,135.9600067138672,133.19000244140625
Phillips 66,55.2599983215332,74.27999877929688,76.29000091552734,86.41999816894531,77.41999816894531,110.61000061035156,95.63999938964844,57.869998931884766,81.22000122070312,109.02999877929688,135.72000122070312
"EOG Resources, Inc.",46.06999969482422,56.22499847412109,64.46499633789062,103.52999877929688,89.0,84.77999877929688,89.66999816894531,116.22000122070312,66.7699966430664,50.380001068115234,90.77999877929688
"EOG Resources, Inc.",50.72499847412109,64.88500213623047,93.61499786376952,97.73999786376952,83.08000183105469,90.5199966430664,123.9000015258789,80.0999984741211,38.08000183105469,86.70999908447266,132.0800018310547
"EOG Resources, Inc.",61.84000015258789,88.25,87.9000015258789,79.12999725341797,91.0199966430664,122.4000015258789,79.0,41.86000061035156,89.62000274658203,139.86000061035156,124.3000030517578
Exxon Mobil Corporation,74.9000015258789,84.87999725341797,88.7699966430664,100.93000030517578,85.11000061035156,93.83999633789062,80.16000366210938,82.86000061035156,68.13999938964844,39.36000061035156,61.88999938964844
Exxon Mobil Corporation,86.0,88.25,94.31999969482422,87.23999786376953,90.26000213623048,80.7300033569336,80.18000030517578,72.06999969482422,34.45000076293945,61.5099983215332,110.19000244140624
Exxon Mobil Corporation,88.70999908447266,90.58000183105467,84.76000213623047,86.20999908447266,81.75,81.76000213623047,70.27999877929688,37.95000076293945,62.59000015258789,110.97000122070312,102.13999938964844
Schlumberger Limited,81.62999725341797,78.63999938964844,76.33999633789062,101.8000030517578,91.0,79.5199966430664,66.55000305175781,60.31999969482422,31.88999938964844,21.61000061035156,29.84000015258789
Schlumberger Limited,70.08999633789062,78.0,89.77999877929688,92.47000122070312,77.91000366210938,65.83999633789062,65.73999786376953,37.459999084472656,16.420000076293945,30.34000015258789,53.5
Schlumberger Limited,71.4000015258789,89.5,81.26000213623047,79.63999938964844,69.38999938964844,65.20999908447266,35.9900016784668,18.61000061035156,34.0,52.27000045776367,53.68000030517578
Marathon Oil Corporation,22.29717063903809,32.599998474121094,34.97999954223633,36.56999969482422,27.57999992370605,15.68000030517578,12.350000381469728,20.540000915527344,11.550000190734863,6.170000076293945,16.559999465942383
Marathon Oil Corporation,30.959999084472656,34.0,33.18000030517578,30.96999931335449,13.539999961853027,11.850000381469728,20.61000061035156,12.829999923706056,4.269999980926514,15.65999984741211,27.64999961853028
Marathon Oil Corporation,31.64999961853028,32.599998474121094,26.01000022888184,13.949999809265137,13.5,20.65999984741211,12.5,4.539999961853027,16.18000030517578,30.040000915527344,25.14999961853028
Coterra Energy Inc.,9.380000114440918,16.274999618530273,33.91999816894531,35.119998931884766,34.630001068115234,25.82999992370605,24.3700008392334,21.940000534057617,17.899999618530273,17.6299991607666,19.90999984741211
Coterra Energy Inc.,19.200000762939453,27.13500022888184,33.38999938964844,32.900001525878906,23.989999771118164,25.07999992370605,23.540000915527344,18.59000015258789,19.46999931335449,20.959999084472656,25.57999992370605
Coterra Energy Inc.,24.614999771118164,39.31999969482422,28.21999931335449,23.479999542236328,22.850000381469727,23.520000457763672,17.450000762939453,18.57999992370605,20.34000015258789,26.3799991607666,25.90999984741211
Chevron Corporation,91.5999984741211,106.37000274658205,119.12999725341795,124.23999786376952,103.11000061035156,104.1500015258789,109.77999877929688,115.0199966430664,115.3499984741211,91.02999877929688,118.79000091552734
