Symbol,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11
"Essex Property Trust, Inc.",205.6300048828125,230.1499938964844,230.97000122070312,233.9499969482422,283.0599975585937,276.20001220703125,324.1300048828125,297.5299987792969,215.63999938964844,299.6700134277344
Camden Property Trust,74.83999633789062,72.23999786376953,83.02999877929688,82.30000305175781,99.9800033569336,101.55999755859376,142.14999389648438,146.55999755859375,97.9499969482422,118.6999969482422
Kimco Realty Corporation,25.39999961853028,25.39999961853028,24.64999961853028,14.130000114440918,17.989999771118164,15.6899995803833,21.420000076293945,23.38999938964844,17.690000534057617,23.8799991607666
"Healthpeak Properties, Inc.",41.220401763916016,33.005462646484375,31.39999961853028,22.790000915527344,30.540000915527344,29.81999969482422,34.9900016784668,28.1299991607666,18.82999992370605,22.59000015258789
"Digital Realty Trust, Inc.",68.66000366210938,76.31999969482422,104.72000122070312,102.70999908447266,118.8000030517578,141.60000610351562,157.67999267578125,132.2100067138672,123.23999786376952,183.3099975585937
"Simon Property Group, Inc.",182.7100067138672,184.1699981689453,185.1600036621093,150.4600067138672,177.8000030517578,95.5,130.27000427246094,112.83999633789062,111.68000030517578,172.52000427246094
"Equinix, Inc.",229.72999572753903,303.19000244140625,371.3399963378906,409.8800048828125,465.010009765625,676.239990234375,829.5499877929688,706.9000244140625,731.9099731445312,912.6199951171876
"Mid-America Apartment Communities, Inc.",73.25,90.3499984741211,100.5500030517578,88.19999694824219,109.56999969482422,126.52999877929688,182.509994506836,188.69000244140625,130.2100067138672,153.7899932861328
Public Storage,185.6600036621093,248.5500030517578,227.72999572753903,198.1000061035156,226.8600006103516,206.67999267578125,313.739990234375,355.2699890136719,263.9800109863281,336.6099853515625
"BXP, Inc.",132.99000549316406,118.4499969482422,138.8300018310547,120.87000274658205,135.24000549316406,107.16000366210938,118.70999908447266,87.79000091552734,60.310001373291016,87.38999938964844
Federal Realty Investment Trust,132.55999755859375,146.74000549316406,142.5,113.4800033569336,134.08999633789062,102.54000091552734,120.33999633789062,112.66000366210938,92.9000015258789,113.23999786376952
"Prologis, Inc.",42.68000030517578,38.810001373291016,50.75,62.040000915527344,76.33000183105469,97.7699966430664,127.41000366210938,137.38999938964844,114.06999969482422,117.80999755859376
"AvalonBay Communities, Inc.",164.63999938964844,175.6999969482422,181.1000061035156,160.63999938964844,201.44000244140625,178.07000732421875,223.97000122070312,220.22000122070312,177.63999938964844,228.8000030517578
"Ventas, Inc.",83.44181823730469,54.68999862670898,62.79999923706055,49.0099983215332,61.52999877929688,45.68999862670898,59.45000076293945,50.5099983215332,42.560001373291016,64.73999786376953
SBA Communications Corporation,110.6999969482422,91.95999908447266,110.70999908447266,170.10000610351562,204.19000244140625,294.6400146484375,330.6000061035156,346.7699890136719,201.1100006103516,239.94000244140625
"Alexandria Real Estate Equities, Inc.",88.97000122070312,80.16000366210938,118.47000122070312,121.9800033569336,140.9199981689453,160.0800018310547,190.5800018310547,170.72999572753906,101.26000213623048,112.72000122070312
"CBRE Group, Inc.",33.279998779296875,28.940000534057617,35.4900016784668,46.68000030517578,51.43000030517578,55.4900016784668,85.80999755859375,86.4000015258789,75.16999816894531,131.58999633789062
Realty Income Corporation,44.31201553344727,50.57170486450195,59.612403869628906,48.75968933105469,68.05232238769531,62.18023300170898,67.15116119384766,73.58000183105469,51.560001373291016,61.290000915527344
Extra Space Storage Inc.,59.380001068115234,86.02999877929688,78.37000274658203,85.55000305175781,106.45999908447266,104.55999755859376,174.67999267578125,215.0500030517578,124.05999755859376,167.4600067138672
"CoStar Group, Inc.",16.704999923706055,17.81999969482422,21.136999130249023,35.999000549316406,50.15499877929688,68.51499938964844,86.04000091552734,73.5,78.05999755859375,74.30999755859375
Equity Residential,72.47000122070312,78.58000183105469,62.41999816894531,59.34999847412109,76.4000015258789,68.16999816894531,82.41000366210938,80.56999969482422,60.130001068115234,75.01000213623047
Iron Mountain Incorporated,36.970001220703125,24.84000015258789,37.709999084472656,31.89999961853028,31.540000915527344,30.559999465942383,44.5,54.93999862670898,61.88999938964844,128.13999938964844
Welltower Inc.,76.11000061035156,66.31999969482422,66.94000244140625,53.27999877929688,75.3499984741211,61.650001525878906,87.52999877929688,81.56999969482422,82.83000183105469,130.57000732421875
"Host Hotels & Resorts, Inc.",23.6299991607666,13.15999984741211,18.690000534057617,18.32999992370605,19.600000381469727,14.81999969482422,17.09000015258789,19.350000381469727,15.800000190734863,17.709999084472656
Weyerhaeuser Company,36.04999923706055,25.81999969482422,33.97999954223633,34.900001525878906,26.459999084472656,24.63999938964844,35.650001525878906,36.58000183105469,31.280000686645508,31.950000762939453
"UDR, Inc.",31.270000457763672,35.779998779296875,35.95000076293945,34.70000076293945,44.2599983215332,42.77000045776367,52.27999877929688,50.29999923706055,36.22999954223633,44.09999847412109
American Tower Corporation,100.16999816894533,88.38999938964844,111.18000030517578,144.4600067138672,192.8000030517578,266.8800048828125,279.989990234375,277.4599914550781,166.2100067138672,222.22000122070312
Regency Centers Corporation,63.04999923706055,67.69999694824219,70.51000213623047,57.09000015258789,66.95999908447266,53.70000076293945,66.19000244140625,65.91000366210938,60.77000045776367,71.75
Crown Castle Inc.,77.45999908447266,79.12000274658203,90.0,110.66999816894533,124.02999877929688,172.8300018310547,203.0800018310547,181.47000122070312,91.9800033569336,109.0500030517578
