Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11
Dover Corporation,39.40903091430664,43.82654571533203,49.53110122680664,69.35379791259766,61.98707580566406,55.864295959472656,70.47657775878906,87.25,101.37999725341795,123.43000030517578,178.6300048828125
Dover Corporation,39.61013412475586,47.526798248291016,65.77544403076172,58.9579963684082,53.852989196777344,64.79805755615234,82.66000366210938,97.0500030517578,113.9000015258789,175.89999389648438,135.8800048828125
Dover Corporation,45.073368072509766,57.273475646972656,57.64943313598633,54.90306854248047,66.4701156616211,72.91999816894531,89.9000015258789,111.51000213623048,165.11000061035156,140.30999755859375,154.63999938964844
Honeywell International Inc.,50.98620223999024,57.0973014831543,70.44447326660156,88.83496856689453,100.46607971191406,111.06755065917967,133.1861114501953,156.2847442626953,167.52000427246094,204.5800018310547,206.42999267578125
Honeywell International Inc.,52.988277435302734,67.08861541748047,89.04471588134766,97.79664611816406,109.37055206298828,127.751708984375,148.5308837890625,169.61000061035156,172.61000061035156,218.13999938964844,214.88999938964844
Honeywell International Inc.,61.73067855834961,88.81590270996094,97.98731994628906,110.4001922607422,128.19259643554688,138.7930450439453,162.00999450683594,165.75,220.72000122070312,216.5599975585937,208.0399932861328
"Builders FirstSource, Inc.",1.9800000190734863,3.0799999237060547,5.920000076293945,8.569999694824219,12.59000015258789,11.5600004196167,16.709999084472656,16.809999465942383,22.729999542236328,36.77999877929688,84.30999755859375
"Builders FirstSource, Inc.",2.059999942779541,5.800000190734863,8.1899995803833,12.850000381469728,11.880000114440918,15.31999969482422,17.75,19.76000022888184,34.18000030517578,71.80000305175781,65.1500015258789
"Builders FirstSource, Inc.",5.789999961853027,7.670000076293945,5.949999809265137,12.020000457763672,13.8100004196167,18.34000015258789,18.89999961853028,30.920000076293945,57.06999969482422,59.880001068115234,168.63999938964844
CSX Corporation,7.267777919769287,7.426667213439941,7.980000019073486,9.393333435058594,11.699999809265137,8.736666679382324,16.540000915527344,24.703332901000977,23.26000022888184,30.68666648864746,37.18999862670898
CSX Corporation,7.346666812896728,7.239999771118164,9.543333053588867,11.630000114440918,8.609999656677246,18.18666648864746,24.049999237060547,23.56333351135254,27.01000022888184,36.04999923706055,31.239999771118164
CSX Corporation,6.72333288192749,9.083333015441896,11.553333282470703,8.803333282470703,17.93000030517578,21.420000076293945,21.703332901000977,25.553333282470703,34.15999984741211,31.290000915527344,34.95000076293945
Hubbell Incorporated,60.369998931884766,75.22000122070312,96.44000244140624,117.5,109.75,105.5500030517578,119.02999877929688,131.88999938964844,134.24000549316406,160.35000610351562,208.3999938964844
Hubbell Incorporated,67.80000305175781,92.58999633789062,119.2300033569336,110.37999725341795,106.26000213623048,113.16999816894533,118.79000091552734,135.50999450683594,144.3300018310547,208.5,236.92999267578125
Hubbell Incorporated,86.66000366210938,118.37000274658205,109.62000274658205,108.58999633789062,116.95999908447266,106.12000274658205,123.69000244140624,141.36000061035156,188.3000030517578,253.7899932861328,328.8900146484375
"Waste Management, Inc.",36.59999847412109,35.18000030517578,37.47999954223633,41.86000061035156,49.84000015258789,66.47000122070312,75.38999938964844,92.33999633789062,116.27999877929688,120.11000061035156,163.7899932861328
"Waste Management, Inc.",32.84000015258789,36.54999923706055,41.060001373291016,53.02000045776367,60.63999938964844,73.3499984741211,89.81999969482422,113.68000030517578,115.2699966430664,163.02000427246094,159.5
"Waste Management, Inc.",33.970001220703125,42.84000015258789,54.400001525878906,57.130001068115234,71.56999969482422,81.86000061035156,113.7699966430664,112.55999755859376,158.1699981689453,162.8000030517578,177.52000427246094
Cintas Corporation,6.917500019073486,9.5024995803833,11.369999885559082,14.34749984741211,21.540000915527344,24.729999542236328,33.61249923706055,53.79750061035156,67.0824966430664,89.56749725341797,110.5199966430664
Cintas Corporation,8.8100004196167,10.732500076293944,14.914999961853027,20.434999465942383,23.45499992370605,31.51000022888184,52.54750061035156,62.24250030517578,87.09500122070312,110.91500091552734,114.75749969482422
Cintas Corporation,10.4975004196167,14.532500267028809,21.342500686645508,22.61750030517578,31.387500762939453,47.16249847412109,62.77999877929688,81.48249816894531,104.00749969482422,112.41500091552734,150.6074981689453
"C.H. Robinson Worldwide, Inc.",80.44999694824219,63.650001525878906,59.18999862670898,57.02999877929688,63.36000061035156,75.19000244140625,66.54000091552734,99.66000366210938,86.66000366210938,92.16999816894533,104.4800033569336
"C.H. Robinson Worldwide, Inc.",69.83999633789062,59.93000030517578,51.06999969482422,70.08999633789062,74.80999755859375,68.68000030517578,96.22000122070312,86.69999694824219,105.12000274658205,96.77999877929688,93.13999938964844
"C.H. Robinson Worldwide, Inc.",63.15999984741211,52.38999938964844,75.3499984741211,75.2300033569336,67.91000366210938,85.62000274658203,81.16000366210938,99.01000213623048,94.62999725341795,97.56999969482422,87.25
"Old Dominion Freight Line, Inc.",7.217778205871582,9.755556106567385,12.463333129882812,18.61333274841309,23.86000061035156,20.433332443237305,32.133331298828125,56.0099983215332,58.79999923706055,101.12000274658205,177.8000030517578
"Old Dominion Freight Line, Inc.",9.071110725402832,11.696666717529297,19.00666618347168,24.74666786193848,21.37333297729492,31.74666786193848,48.82666778564453,57.46666717529297,102.00499725341795,177.18499755859375,143.38499450683594
"Old Dominion Freight Line, Inc.",11.84333324432373,17.52666664123535,26.426666259765625,23.32333374023437,29.916667938232425,49.706668853759766,54.03333282470703,99.5199966430664,151.2550048828125,149.3000030517578,208.0
