Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11
Celanese Corporation,41.70000076293945,51.38999938964844,46.040000915527344,58.119998931884766,68.29000091552734,66.05000305175781,98.77999877929688,114.86000061035156,121.95999908447266,134.38999938964844,163.8300018310547
Celanese Corporation,45.970001220703125,48.5,54.25,66.54000091552734,71.69000244140625,94.94000244140624,116.5999984741211,123.31999969482422,119.5,166.0,103.75
Celanese Corporation,46.5,51.209999084472656,55.52999877929688,69.73999786376953,87.30999755859375,111.41000366210938,103.19000244140624,106.44000244140624,164.75,99.56999969482422,157.60000610351562
"DuPont de Nemours, Inc.",49.44438934326172,48.98894500732422,47.3521842956543,69.3843994140625,72.87141418457031,70.50878143310547,90.91847229003906,99.74274444580078,66.2300033569336,63.59000015258789,79.80999755859375
"DuPont de Nemours, Inc.",42.39920425415039,45.82928466796875,69.74021911621094,71.29158020019531,75.23403930664062,89.765625,96.44075775146484,71.4000015258789,59.27999877929688,79.22000122070312,68.77999877929688
"DuPont de Nemours, Inc.",47.03906631469727,64.9011001586914,66.9363784790039,75.50446319580078,86.3213119506836,93.60845184326172,66.05999755859375,57.93000030517578,72.06999969482422,69.7699966430664,76.51000213623047
Linde plc,94.55999755859376,108.2300033569336,112.98999786376952,132.88999938964844,121.52999877929688,113.38999938964844,130.22000122070312,157.0800018310547,196.63999938964844,252.13999938964844,343.4200134277344
Linde plc,107.8499984741211,110.43000030517578,132.4199981689453,122.0,111.62999725341795,132.5500030517578,157.9600067138672,185.72000122070312,229.6000061035156,329.739990234375,328.95001220703125
Linde plc,112.58000183105467,127.05999755859376,124.23999786376952,118.81999969482422,131.92999267578125,158.27999877929688,190.6300048828125,251.1499938964844,308.239990234375,334.3699951171875,409.9299926757813
"Steel Dynamics, Inc.",18.40999984741211,16.049999237060547,15.369999885559082,18.229999542236328,21.88999938964844,24.8799991607666,35.84000015258789,46.18999862670898,28.709999084472656,36.2599983215332,62.7400016784668
"Steel Dynamics, Inc.",14.029999732971191,15.65999984741211,16.68000030517578,20.8799991607666,24.600000381469727,35.810001373291016,44.369998931884766,30.780000686645508,33.38999938964844,67.02999877929688,102.9000015258789
"Steel Dynamics, Inc.",14.279999732971191,16.329999923706055,18.299999237060547,24.549999237060547,34.439998626708984,46.15999984741211,28.8700008392334,29.34000015258789,61.880001068115234,103.0199966430664,121.25
The Sherwin-Williams Company,27.906667709350582,33.16666793823242,56.630001068115234,65.91999816894531,96.58000183105467,97.93333435058594,111.4633331298828,156.47666931152344,186.8466644287109,244.7100067138672,345.54998779296875
The Sherwin-Williams Company,30.33333206176757,54.29666519165039,68.07333374023438,93.97000122070312,97.08333587646484,116.98666381835938,148.14332580566406,173.91000366210938,229.3333282470703,329.8099975585937,239.4199981689453
The Sherwin-Williams Company,52.22666549682617,60.85333251953125,96.04666900634766,99.43333435058594,111.36333465576172,135.586669921875,165.1199951171875,231.47666931152344,296.3900146484375,239.259994506836,312.6700134277344
"Air Products and Chemicals, Inc.",82.5069351196289,84.22756958007812,82.25717163085938,108.74190521240234,136.4847412109375,130.3792724609375,147.3000030517578,166.63999938964844,214.3699951171875,275.260009765625,302.2200012207031
"Air Products and Chemicals, Inc.",79.8797378540039,80.8140640258789,111.7946319580078,140.0277557373047,132.91397094726562,143.05999755859375,160.9600067138672,213.77999877929688,295.9599914550781,297.5199890136719,312.20001220703125
"Air Products and Chemicals, Inc.",79.42646026611328,101.04532623291016,141.19334411621094,138.02035522460938,144.1199951171875,155.49000549316406,220.0599975585937,303.2699890136719,292.70001220703125,296.4100036621094,274.8699951171875
Eastman Chemical Company,43.42499923706055,54.52999877929688,72.83000183105469,87.6500015258789,76.58000183105469,68.16000366210938,84.44999694824219,95.87000274658205,72.72000122070312,100.0,118.98999786376952
Eastman Chemical Company,40.20000076293945,72.47000122070312,84.56999969482422,75.70999908447266,74.5,83.98999786376953,101.77999877929688,74.33000183105469,86.12999725341797,114.88999938964844,82.55000305175781
Eastman Chemical Company,69.77999877929688,79.16000366210938,69.23999786376953,76.69999694824219,79.66999816894531,99.4499969482422,67.94000244140625,79.80000305175781,107.37000274658205,84.6500015258789,90.30999755859376
International Flavors & Fragrances Inc.,55.709999084472656,57.220001220703125,75.6500015258789,95.1500015258789,118.81999969482422,126.02999877929688,134.80999755859375,127.30999755859376,119.4499969482422,111.27999877929688,145.2100067138672
International Flavors & Fragrances Inc.,52.880001068115234,72.66000366210938,93.54000091552734,117.66999816894533,129.0,135.0,134.10000610351562,123.86000061035156,116.01000213623048,149.27999877929688,103.8000030517578
International Flavors & Fragrances Inc.,68.3499984741211,86.91000366210938,118.98999786376952,122.27999877929688,138.41000366210938,123.55999755859376,141.47000122070312,122.0,147.5800018310547,98.70999908447266,82.08000183105469
The Mosaic Company,75.0,56.0,61.93000030517578,48.88999938964844,46.59000015258789,26.56999969482422,21.96999931335449,30.93000030517578,19.63999938964844,20.540000915527344,40.0
The Mosaic Company,52.59000015258789,61.15999984741211,48.02000045776367,45.0,26.489999771118164,22.82999992370605,30.100000381469727,21.3799991607666,19.489999771118164,36.40999984741211,44.59999847412109
The Mosaic Company,57.5099983215332,46.45000076293945,46.900001525878906,28.21999931335449,22.89999961853028,27.790000915527344,23.600000381469727,17.969999313354492,41.470001220703125,48.65999984741211,36.40999984741211
Freeport-McMoRan Inc.,59.375,46.41999816894531,33.529998779296875,32.97999954223633,20.14999961853028,11.350000381469728,14.699999809265137,13.039999961853027,9.4399995803833,21.90999984741211,41.9900016784668
Freeport-McMoRan Inc.,39.5,35.689998626708984,31.5,20.65999984741211,11.649999618530272,12.010000228881836,15.399999618530272,10.119999885559082,17.209999084472656,37.7400016784668,38.880001068115234
Freeport-McMoRan Inc.,35.16999816894531,32.349998474121094,17.969999313354492,12.010000228881836,11.699999809265137,17.15999984741211,10.06999969482422,16.139999389648438,38.63999938964844,36.130001068115234,42.83000183105469
FMC Corporation,34.067649841308594,40.24284362792969,51.61318206787109,66.60017395019531,50.26019287109375,39.94796371459961,73.37380981445312,71.5438003540039,84.4000015258789,116.05999755859376,108.9499969482422
FMC Corporation,37.96183776855469,51.838680267333984,69.19340515136719,50.39028549194336,41.960105895996094,63.35646057128906,76.40069580078125,86.5999984741211,109.06999969482422,104.19000244140624,126.54000091552734
FMC Corporation,51.53512573242188,62.02948760986328,52.11621856689453,36.26192474365234,65.32524108886719,76.31396484375,81.62000274658203,107.91000366210938,92.4499969482422,127.2699966430664,63.7400016784668
Albemarle Corporation,55.34000015258789,66.51000213623047,62.43999862670898,67.19999694824219,61.31999969482422,81.31999969482422,123.08000183105467,98.83999633789062,68.22000122070312,134.05999755859375,233.1000061035156
