Symbol,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11
"Live Nation Entertainment, Inc.",25.809999465942383,22.5,30.46999931335449,42.040000915527344,63.7599983215332,57.09000015258789,84.38999938964844,97.4800033569336,79.75,118.43000030517578
Electronic Arts Inc.,44.7599983215332,66.05999755859375,87.54000091552734,119.9800033569336,94.4000015258789,119.51000213623048,141.38999938964844,133.1699981689453,119.0,144.17999267578125
"Take-Two Interactive Software, Inc.",26.549999237060547,32.58000183105469,58.97999954223633,98.04000091552734,99.68000030517578,134.8000030517578,172.10000610351562,133.0,138.24000549316406,160.75
Paramount Global,51.59000015258789,45.880001068115234,67.45999908447266,52.34999847412109,50.41999816894531,28.51000022888184,43.43999862670898,26.299999237060547,12.640000343322754,10.43000030517578
News Corporation,15.34000015258789,12.510000228881836,13.329999923706056,15.579999923706056,12.260000228881836,13.359999656677246,25.82999992370605,18.32999992370605,19.68000030517578,26.51000022888184
Alphabet Inc.,26.402000427246094,35.52450180053711,42.4635009765625,50.34700012207031,58.32550048828125,72.4020004272461,126.97550201416016,119.5500030517578,130.25,166.72000122070312
Comcast Corporation,27.78499984741211,26.94499969482422,37.88999938964844,32.9900016784668,42.650001525878906,43.119998931884766,58.2599983215332,39.2599983215332,45.29999923706055,41.84000015258789
"Warner Bros. Discovery, Inc.",33.900001525878906,25.88999938964844,29.6200008392334,21.68000030517578,29.26000022888184,26.14999961853028,29.64999961853028,13.260000228881836,11.100000381469728,7.610000133514404
AT&T Inc.,24.53927421569824,25.67220497131348,31.51812744140625,26.359516143798828,23.126888275146484,25.09818649291992,21.510574340820312,18.420000076293945,15.119999885559082,22.11000061035156
The Walt Disney Company,91.62999725341795,93.9000015258789,110.01000213623048,99.36000061035156,134.13999938964844,127.27999877929688,184.3800048828125,122.80999755859376,81.25,96.1999969482422
"Charter Communications, Inc.",164.3000030517578,165.0800018310547,325.1499938964844,310.2200012207031,370.4100036621094,540.3599853515625,719.7999877929688,465.2799987792969,445.2099914550781,329.6700134277344
"Meta Platforms, Inc.",76.18000030517578,94.97000122070312,133.72000122070312,152.22000122070312,192.52999877929688,231.3999938964844,353.1600036621094,174.85000610351562,299.0799865722656,578.1599731445312
"Netflix, Inc.",47.7599983215332,104.04000091552734,142.60000610351562,300.69000244140625,379.05999755859375,419.489990234375,537.3099975585938,241.1499938964844,379.80999755859375,749.1199951171875
"Match Group, Inc.",17.944032669067383,12.960000038146973,17.049999237060547,44.22999954223633,60.40999984741211,89.51000213623047,162.83999633789062,64.9000015258789,41.2599983215332,37.02000045776367
News Corporation,14.869999885559082,12.8100004196167,13.649999618530272,15.949999809265137,12.369999885559082,13.420000076293944,24.36000061035156,18.63999938964844,20.36000061035156,28.239999771118164
Verizon Communications Inc.,46.18000030517578,44.43000030517578,49.43000030517578,47.310001373291016,56.9900016784668,58.09000015258789,56.150001525878906,45.34000015258789,33.279998779296875,41.619998931884766
"The Interpublic Group of Companies, Inc.",20.170000076293945,21.71999931335449,24.59000015258789,22.75,22.8700008392334,20.229999542236328,33.0,29.940000534057617,28.850000381469727,30.239999771118164
"T-Mobile US, Inc.",25.34000015258789,37.790000915527344,63.20000076293945,60.34000015258789,73.61000061035156,104.45999908447266,146.89999389648438,145.5500030517578,139.35000610351562,227.8099975585937
Alphabet Inc.,26.23098373413086,34.72249984741211,41.58300018310547,50.255001068115234,58.13050079345703,72.33049774169922,130.56399536132812,120.31999969482422,131.25,168.33999633789062
Omnicom Group Inc.,77.4800033569336,69.66999816894531,85.33000183105469,72.72000122070312,79.16000366210938,63.900001525878906,79.62999725341797,73.01000213623047,73.73999786376953,102.5
